"";"col_100";"col_101";"row_name";"value_100";"value_101"
"94";"CFExpenseTotal_t0_5";"CFExpenseTotal_t0_5";200;3.017286352;1.493005092
"95";"CFExpenseTotal_t0_5";"CFExpenseTotal_t0_5";233;2.742987593;3.041223267
"96";"CFExpenseTotal_t0_5";"CFExpenseTotal_t0_5";234;2.742987593;3.039712533
"97";"CFExpenseTotal_t0_5";"CFExpenseTotal_t0_5";235;2.742987593;3.039603849
"98";"CFExpenseTotal_t0_5";"CFExpenseTotal_t0_5";288;2.078283187;2.286111505
"99";"CFExpenseTotal_t0_5";"CFExpenseTotal_t0_5";289;2.078283187;2.282963448
"100";"CFExpenseTotal_t0_5";"CFExpenseTotal_t0_5";290;2.078283187;2.281907903
"101";"CFExpenseTotal_t0_5";"CFExpenseTotal_t0_5";291;2.078283187;2.28096913
"102";"CFExpenseTotal_t0_6";"CFExpenseTotal_t0_6";121;4.022815077;4.867606243
"103";"CFExpenseTotal_t0_6";"CFExpenseTotal_t0_6";122;4.022815077;4.516819807
"104";"CFExpenseTotal_t0_6";"CFExpenseTotal_t0_6";195;3.022400509;1.500658124
"105";"CFExpenseTotal_t0_6";"CFExpenseTotal_t0_6";196;3.022400509;1.497859342
"106";"CFExpenseTotal_t0_6";"CFExpenseTotal_t0_6";197;3.022400509;1.497859342
"107";"CFExpenseTotal_t0_6";"CFExpenseTotal_t0_6";198;3.022400509;1.497859342
"108";"CFExpenseTotal_t0_6";"CFExpenseTotal_t0_6";199;3.022400509;1.497863241
"109";"CFExpenseTotal_t0_6";"CFExpenseTotal_t0_6";200;3.022400509;1.497859342
"110";"CFExpenseTotal_t0_6";"CFExpenseTotal_t0_6";233;2.747636826;3.06592598
"111";"CFExpenseTotal_t0_6";"CFExpenseTotal_t0_6";234;2.747636826;3.064418047
"112";"CFExpenseTotal_t0_6";"CFExpenseTotal_t0_6";235;2.747636826;3.064309564
"113";"CFExpenseTotal_t0_6";"CFExpenseTotal_t0_6";288;2.095715783;2.305287361
"114";"CFExpenseTotal_t0_6";"CFExpenseTotal_t0_6";289;2.095715783;2.302144259
"115";"CFExpenseTotal_t0_6";"CFExpenseTotal_t0_6";290;2.095715783;2.301090375
"116";"CFExpenseTotal_t0_6";"CFExpenseTotal_t0_6";291;2.095715783;2.300153079
"117";"CFExpenseTotal_t0_7";"CFExpenseTotal_t0_7";121;3.853926325;4.663250854
"118";"CFExpenseTotal_t0_7";"CFExpenseTotal_t0_7";122;3.853926325;4.526861017
"119";"CFExpenseTotal_t0_7";"CFExpenseTotal_t0_7";195;2.89551189;1.504876566
"120";"CFExpenseTotal_t0_7";"CFExpenseTotal_t0_7";196;2.89551189;1.502097653
"121";"CFExpenseTotal_t0_7";"CFExpenseTotal_t0_7";197;2.89551189;1.502097653
"122";"CFExpenseTotal_t0_7";"CFExpenseTotal_t0_7";198;2.89551189;1.502097653
"123";"CFExpenseTotal_t0_7";"CFExpenseTotal_t0_7";199;2.89551189;1.502101524
"124";"CFExpenseTotal_t0_7";"CFExpenseTotal_t0_7";200;2.89551189;1.502097653
"125";"CFExpenseTotal_t0_7";"CFExpenseTotal_t0_7";233;2.632283536;3.090571629
"126";"CFExpenseTotal_t0_7";"CFExpenseTotal_t0_7";234;2.632283536;3.089066616
"127";"CFExpenseTotal_t0_7";"CFExpenseTotal_t0_7";235;2.632283536;3.088958343
"128";"CFExpenseTotal_t0_7";"CFExpenseTotal_t0_7";288;2.113259958;2.324585954
"129";"CFExpenseTotal_t0_7";"CFExpenseTotal_t0_7";289;2.113259958;2.32144785
"130";"CFExpenseTotal_t0_7";"CFExpenseTotal_t0_7";290;2.113259958;2.320395643
"131";"CFExpenseTotal_t0_7";"CFExpenseTotal_t0_7";291;2.113259958;2.319459837
"132";"CFExpenseTotal_t0_8";"CFExpenseTotal_t0_8";121;3.780668951;4.574609431
"133";"CFExpenseTotal_t0_8";"CFExpenseTotal_t0_8";122;3.780668951;4.540569468
"134";"CFExpenseTotal_t0_8";"CFExpenseTotal_t0_8";195;2.84047254;1.508565271
"135";"CFExpenseTotal_t0_8";"CFExpenseTotal_t0_8";196;2.84047254;1.505807078
"136";"CFExpenseTotal_t0_8";"CFExpenseTotal_t0_8";197;2.84047254;1.505807078
"137";"CFExpenseTotal_t0_8";"CFExpenseTotal_t0_8";198;2.84047254;1.505807078
"138";"CFExpenseTotal_t0_8";"CFExpenseTotal_t0_8";199;2.84047254;1.50581092
"139";"CFExpenseTotal_t0_8";"CFExpenseTotal_t0_8";200;2.84047254;1.505807078
"140";"CFExpenseTotal_t0_8";"CFExpenseTotal_t0_8";233;2.582247764;3.115092519
"141";"CFExpenseTotal_t0_8";"CFExpenseTotal_t0_8";234;2.582247764;3.113590576
"142";"CFExpenseTotal_t0_8";"CFExpenseTotal_t0_8";235;2.582247764;3.113482525
"143";"CFExpenseTotal_t0_8";"CFExpenseTotal_t0_8";288;2.130877392;2.343965132
"144";"CFExpenseTotal_t0_8";"CFExpenseTotal_t0_8";289;2.130877392;2.340832128
"145";"CFExpenseTotal_t0_8";"CFExpenseTotal_t0_8";290;2.130877392;2.33978163
"146";"CFExpenseTotal_t0_8";"CFExpenseTotal_t0_8";291;2.130877392;2.338847345
"147";"CFExpenseTotal_t0_9";"CFExpenseTotal_t0_9";121;3.794744566;4.591640925
"148";"CFExpenseTotal_t0_9";"CFExpenseTotal_t0_9";122;3.794744566;4.557809917
"149";"CFExpenseTotal_t0_9";"CFExpenseTotal_t0_9";195;2.851047758;1.511735952
"150";"CFExpenseTotal_t0_9";"CFExpenseTotal_t0_9";196;2.851047758;1.508999278
"151";"CFExpenseTotal_t0_9";"CFExpenseTotal_t0_9";197;2.851047758;1.508999278
"152";"CFExpenseTotal_t0_9";"CFExpenseTotal_t0_9";198;2.851047758;1.508999278
"153";"CFExpenseTotal_t0_9";"CFExpenseTotal_t0_9";199;2.851047758;1.509003091
"154";"CFExpenseTotal_t0_9";"CFExpenseTotal_t0_9";200;2.851047758;1.508999278
"155";"CFExpenseTotal_t0_9";"CFExpenseTotal_t0_9";233;2.591861598;3.139392871
"156";"CFExpenseTotal_t0_9";"CFExpenseTotal_t0_9";234;2.591861598;3.137894191
"157";"CFExpenseTotal_t0_9";"CFExpenseTotal_t0_9";235;2.591861598;3.137786374
"158";"CFExpenseTotal_t0_9";"CFExpenseTotal_t0_9";288;2.148523365;2.363375701
"159";"CFExpenseTotal_t0_9";"CFExpenseTotal_t0_9";289;2.148523365;2.360247962
"160";"CFExpenseTotal_t0_9";"CFExpenseTotal_t0_9";290;2.148523365;2.359199229
"161";"CFExpenseTotal_t0_9";"CFExpenseTotal_t0_9";291;2.148523365;2.358266515
"162";"CFExpenseTotal_t0_10";"CFExpenseTotal_t0_10";121;3.807159378;4.606662848
"163";"CFExpenseTotal_t0_10";"CFExpenseTotal_t0_10";122;3.807159378;4.573054661
"164";"CFExpenseTotal_t0_10";"CFExpenseTotal_t0_10";195;2.86037519;1.514333707
"165";"CFExpenseTotal_t0_10";"CFExpenseTotal_t0_10";196;2.86037519;1.511619424
"166";"CFExpenseTotal_t0_10";"CFExpenseTotal_t0_10";197;2.86037519;1.511619424
"167";"CFExpenseTotal_t0_10";"CFExpenseTotal_t0_10";198;2.86037519;1.511619424
"168";"CFExpenseTotal_t0_10";"CFExpenseTotal_t0_10";199;2.86037519;1.511623205
"169";"CFExpenseTotal_t0_10";"CFExpenseTotal_t0_10";200;2.86037519;1.511619424
"170";"CFExpenseTotal_t0_10";"CFExpenseTotal_t0_10";233;2.600341082;3.163363933
"171";"CFExpenseTotal_t0_10";"CFExpenseTotal_t0_10";234;2.600341082;3.161868754
"172";"CFExpenseTotal_t0_10";"CFExpenseTotal_t0_10";235;2.600341082;3.161761189
"173";"CFExpenseTotal_t0_10";"CFExpenseTotal_t0_10";288;2.166172599;2.382789859
"174";"CFExpenseTotal_t0_10";"CFExpenseTotal_t0_10";289;2.166172599;2.379667581
"175";"CFExpenseTotal_t0_10";"CFExpenseTotal_t0_10";290;2.166172599;2.37862068
"176";"CFExpenseTotal_t0_10";"CFExpenseTotal_t0_10";291;2.166172599;2.377689594
"177";"CFExpenseTotal_t0_11";"CFExpenseTotal_t0_11";121;3.816814984;4.618346131
"178";"CFExpenseTotal_t0_11";"CFExpenseTotal_t0_11";122;3.816814984;4.584983795
"179";"CFExpenseTotal_t0_11";"CFExpenseTotal_t0_11";195;2.86762959;1.516247466
"180";"CFExpenseTotal_t0_11";"CFExpenseTotal_t0_11";196;2.86762959;1.513556613
"181";"CFExpenseTotal_t0_11";"CFExpenseTotal_t0_11";197;2.86762959;1.513556613
"182";"CFExpenseTotal_t0_11";"CFExpenseTotal_t0_11";198;2.86762959;1.513556613
"183";"CFExpenseTotal_t0_11";"CFExpenseTotal_t0_11";199;2.86762959;1.513560362
"184";"CFExpenseTotal_t0_11";"CFExpenseTotal_t0_11";200;2.86762959;1.513556613
"185";"CFExpenseTotal_t0_11";"CFExpenseTotal_t0_11";233;2.606935991;3.186852693
"186";"CFExpenseTotal_t0_11";"CFExpenseTotal_t0_11";234;2.606935991;3.185361318
"187";"CFExpenseTotal_t0_11";"CFExpenseTotal_t0_11";235;2.606935991;3.185254026
"188";"CFExpenseTotal_t0_11";"CFExpenseTotal_t0_11";288;2.183806738;2.402187411
"189";"CFExpenseTotal_t0_11";"CFExpenseTotal_t0_11";289;2.183806738;2.399070816
"190";"CFExpenseTotal_t0_11";"CFExpenseTotal_t0_11";290;2.183806738;2.39802582
"191";"CFExpenseTotal_t0_11";"CFExpenseTotal_t0_11";291;2.183806738;2.397096428
"192";"CFExpenseTotal_t0_12";"CFExpenseTotal_t0_12";121;3.823274182;4.62616176
"193";"CFExpenseTotal_t0_12";"CFExpenseTotal_t0_12";122;3.823274182;4.593071379
"194";"CFExpenseTotal_t0_12";"CFExpenseTotal_t0_12";195;2.872482481;1.517325243
"195";"CFExpenseTotal_t0_12";"CFExpenseTotal_t0_12";196;2.872482481;1.514659092
"196";"CFExpenseTotal_t0_12";"CFExpenseTotal_t0_12";197;2.872482481;1.514659092
"197";"CFExpenseTotal_t0_12";"CFExpenseTotal_t0_12";198;2.872482481;1.514659092
"198";"CFExpenseTotal_t0_12";"CFExpenseTotal_t0_12";199;2.872482481;1.514662806
"199";"CFExpenseTotal_t0_12";"CFExpenseTotal_t0_12";200;2.872482481;1.514659092
"200";"CFExpenseTotal_t0_12";"CFExpenseTotal_t0_12";233;2.61134771;3.209684983
"201";"CFExpenseTotal_t0_12";"CFExpenseTotal_t0_12";234;2.61134771;3.208197787
"202";"CFExpenseTotal_t0_12";"CFExpenseTotal_t0_12";235;2.61134771;3.208090796
"203";"CFExpenseTotal_t0_12";"CFExpenseTotal_t0_12";288;2.201377368;2.421515104
"204";"CFExpenseTotal_t0_12";"CFExpenseTotal_t0_12";289;2.201377368;2.418404474
"205";"CFExpenseTotal_t0_12";"CFExpenseTotal_t0_12";290;2.201377368;2.417361477
"206";"CFExpenseTotal_t0_12";"CFExpenseTotal_t0_12";291;2.201377368;2.416433865
"207";"CFExpenseTotal_t0_13";"CFExpenseTotal_t0_13";121;3.826178791;4.629676338
"208";"CFExpenseTotal_t0_13";"CFExpenseTotal_t0_13";122;3.826178791;4.596886274
"209";"CFExpenseTotal_t0_13";"CFExpenseTotal_t0_13";195;2.874664757;1.517404177
"210";"CFExpenseTotal_t0_13";"CFExpenseTotal_t0_13";196;2.874664757;1.51476424
"211";"CFExpenseTotal_t0_13";"CFExpenseTotal_t0_13";197;2.874664757;1.51476424
"212";"CFExpenseTotal_t0_13";"CFExpenseTotal_t0_13";198;2.874664757;1.51476424
"213";"CFExpenseTotal_t0_13";"CFExpenseTotal_t0_13";199;2.874664757;1.514767918
"214";"CFExpenseTotal_t0_13";"CFExpenseTotal_t0_13";200;2.874664757;1.51476424
"215";"CFExpenseTotal_t0_13";"CFExpenseTotal_t0_13";233;2.613331597;3.231654495
"216";"CFExpenseTotal_t0_13";"CFExpenseTotal_t0_13";234;2.613331597;3.230171938
"217";"CFExpenseTotal_t0_13";"CFExpenseTotal_t0_13";235;2.613331597;3.230065281
"218";"CFExpenseTotal_t0_13";"CFExpenseTotal_t0_13";288;2.218818451;2.440700296
"219";"CFExpenseTotal_t0_13";"CFExpenseTotal_t0_13";289;2.218818451;2.437595998
"220";"CFExpenseTotal_t0_13";"CFExpenseTotal_t0_13";290;2.218818451;2.436555125
"221";"CFExpenseTotal_t0_13";"CFExpenseTotal_t0_13";291;2.218818451;2.435629401
"222";"CFExpenseTotal_t0_14";"CFExpenseTotal_t0_14";121;3.825297816;4.628610357
"223";"CFExpenseTotal_t0_14";"CFExpenseTotal_t0_14";122;3.825297816;4.596150051
"224";"CFExpenseTotal_t0_14";"CFExpenseTotal_t0_14";195;2.874002867;1.516337979
"225";"CFExpenseTotal_t0_14";"CFExpenseTotal_t0_14";196;2.874002867;1.513725972
"226";"CFExpenseTotal_t0_14";"CFExpenseTotal_t0_14";197;2.874002867;1.513725972
"227";"CFExpenseTotal_t0_14";"CFExpenseTotal_t0_14";198;2.874002867;1.513725972
"228";"CFExpenseTotal_t0_14";"CFExpenseTotal_t0_14";199;2.874002867;1.513729611
"229";"CFExpenseTotal_t0_14";"CFExpenseTotal_t0_14";200;2.874002867;1.513725972
"230";"CFExpenseTotal_t0_14";"CFExpenseTotal_t0_14";233;2.612729879;3.252552269
"231";"CFExpenseTotal_t0_14";"CFExpenseTotal_t0_14";234;2.612729879;3.251074892
"232";"CFExpenseTotal_t0_14";"CFExpenseTotal_t0_14";235;2.612729879;3.250968607
"233";"CFExpenseTotal_t0_14";"CFExpenseTotal_t0_14";288;2.236054698;2.459660167
"234";"CFExpenseTotal_t0_14";"CFExpenseTotal_t0_14";289;2.236054698;2.456562665
"235";"CFExpenseTotal_t0_14";"CFExpenseTotal_t0_14";290;2.236054698;2.455524071
"236";"CFExpenseTotal_t0_14";"CFExpenseTotal_t0_14";291;2.236054698;2.454600373
"237";"CFExpenseTotal_t0_15";"CFExpenseTotal_t0_15";121;3.820222666;4.622469426
"238";"CFExpenseTotal_t0_15";"CFExpenseTotal_t0_15";122;3.820222666;4.590370827
"239";"CFExpenseTotal_t0_15";"CFExpenseTotal_t0_15";195;2.870189832;1.513999847
"240";"CFExpenseTotal_t0_15";"CFExpenseTotal_t0_15";196;2.870189832;1.511417645
"241";"CFExpenseTotal_t0_15";"CFExpenseTotal_t0_15";197;2.870189832;1.511417645
"242";"CFExpenseTotal_t0_15";"CFExpenseTotal_t0_15";198;2.870189832;1.511417645
"243";"CFExpenseTotal_t0_15";"CFExpenseTotal_t0_15";199;2.870189832;1.511421242
"244";"CFExpenseTotal_t0_15";"CFExpenseTotal_t0_15";200;2.870189832;1.511417645
"245";"CFExpenseTotal_t0_15";"CFExpenseTotal_t0_15";233;2.609263484;3.272327138
"246";"CFExpenseTotal_t0_15";"CFExpenseTotal_t0_15";234;2.609263484;3.270855488
"247";"CFExpenseTotal_t0_15";"CFExpenseTotal_t0_15";235;2.609263484;3.270749616
"248";"CFExpenseTotal_t0_15";"CFExpenseTotal_t0_15";288;2.252981199;2.478279319
"249";"CFExpenseTotal_t0_15";"CFExpenseTotal_t0_15";289;2.252981199;2.475189207
"250";"CFExpenseTotal_t0_15";"CFExpenseTotal_t0_15";290;2.252981199;2.474153091
"251";"CFExpenseTotal_t0_15";"CFExpenseTotal_t0_15";291;2.252981199;2.473231597
"252";"CFExpenseTotal_t0_16";"CFExpenseTotal_t0_16";121;3.810235607;4.610385085
"253";"CFExpenseTotal_t0_16";"CFExpenseTotal_t0_16";122;3.810235607;4.578685106
"254";"CFExpenseTotal_t0_16";"CFExpenseTotal_t0_16";195;2.862686407;1.510268758
"255";"CFExpenseTotal_t0_16";"CFExpenseTotal_t0_16";196;2.862686407;1.50771838
"256";"CFExpenseTotal_t0_16";"CFExpenseTotal_t0_16";197;2.862686407;1.50771838
"257";"CFExpenseTotal_t0_16";"CFExpenseTotal_t0_16";198;2.862686407;1.50771838
"258";"CFExpenseTotal_t0_16";"CFExpenseTotal_t0_16";199;2.862686407;1.507721933
"259";"CFExpenseTotal_t0_16";"CFExpenseTotal_t0_16";200;2.862686407;1.50771838
"260";"CFExpenseTotal_t0_16";"CFExpenseTotal_t0_16";233;2.602442188;3.291215159
"261";"CFExpenseTotal_t0_16";"CFExpenseTotal_t0_16";234;2.602442188;3.289749662
"262";"CFExpenseTotal_t0_16";"CFExpenseTotal_t0_16";235;2.602442188;3.289644232
"263";"CFExpenseTotal_t0_16";"CFExpenseTotal_t0_16";288;2.269480602;2.496428662
"264";"CFExpenseTotal_t0_16";"CFExpenseTotal_t0_16";289;2.269480602;2.493346677
"265";"CFExpenseTotal_t0_16";"CFExpenseTotal_t0_16";290;2.269480602;2.492313286
"266";"CFExpenseTotal_t0_16";"CFExpenseTotal_t0_16";291;2.269480602;2.491394215
"267";"CFExpenseTotal_t0_17";"CFExpenseTotal_t0_17";121;3.794604165;4.59147104
"268";"CFExpenseTotal_t0_17";"CFExpenseTotal_t0_17";122;3.794604165;4.560211466
"269";"CFExpenseTotal_t0_17";"CFExpenseTotal_t0_17";195;2.850942273;1.505014006
"270";"CFExpenseTotal_t0_17";"CFExpenseTotal_t0_17";196;2.850942273;1.502497623
"271";"CFExpenseTotal_t0_17";"CFExpenseTotal_t0_17";197;2.850942273;1.502497623
"272";"CFExpenseTotal_t0_17";"CFExpenseTotal_t0_17";198;2.850942273;1.502497623
"273";"CFExpenseTotal_t0_17";"CFExpenseTotal_t0_17";199;2.850942273;1.502501128
"274";"CFExpenseTotal_t0_17";"CFExpenseTotal_t0_17";200;2.850942273;1.502497623
"275";"CFExpenseTotal_t0_17";"CFExpenseTotal_t0_17";233;2.591765703;3.309399035
"276";"CFExpenseTotal_t0_17";"CFExpenseTotal_t0_17";234;2.591765703;3.307940025
"277";"CFExpenseTotal_t0_17";"CFExpenseTotal_t0_17";235;2.591765703;3.307835062
"278";"CFExpenseTotal_t0_17";"CFExpenseTotal_t0_17";288;2.285411733;2.513952907
"279";"CFExpenseTotal_t0_17";"CFExpenseTotal_t0_17";289;2.285411733;2.510879955
"280";"CFExpenseTotal_t0_17";"CFExpenseTotal_t0_17";290;2.285411733;2.509849592
"281";"CFExpenseTotal_t0_17";"CFExpenseTotal_t0_17";291;2.285411733;2.508933216
"282";"CFExpenseTotal_t0_18";"CFExpenseTotal_t0_18";121;3.772574386;4.564815007
"283";"CFExpenseTotal_t0_18";"CFExpenseTotal_t0_18";122;3.772574386;4.534042455
"284";"CFExpenseTotal_t0_18";"CFExpenseTotal_t0_18";195;2.834390974;1.498049831
"285";"CFExpenseTotal_t0_18";"CFExpenseTotal_t0_18";196;2.834390974;1.495569851
"286";"CFExpenseTotal_t0_18";"CFExpenseTotal_t0_18";197;2.834390974;1.495569851
"287";"CFExpenseTotal_t0_18";"CFExpenseTotal_t0_18";198;2.834390974;1.495569851
"288";"CFExpenseTotal_t0_18";"CFExpenseTotal_t0_18";199;2.834390974;1.495573305
"289";"CFExpenseTotal_t0_18";"CFExpenseTotal_t0_18";200;2.834390974;1.495569851
